"iso3c","country","date","c2_finstress_clean"
"AUT","Austria","2004-01-01",0.774069242235419
"AUT","Austria","2004-02-01",0.684413845972963
"AUT","Austria","2004-04-01",0.682671993114685
"AUT","Austria","2004-05-01",0.710474147562478
"AUT","Austria","2004-06-01",0.682187471563211
"AUT","Austria","2004-07-01",0.775848890351336
"AUT","Austria","2004-08-01",0.632575153255013
"AUT","Austria","2004-09-01",0.641712901357666
"AUT","Austria","2004-10-01",0.760381784822987
"AUT","Austria","2004-11-01",0.654326227441319
"AUT","Austria","2005-01-01",0.710780453342945
"AUT","Austria","2005-03-01",0.824537158352274
"AUT","Austria","2005-04-01",0.8382576569866
"AUT","Austria","2005-05-01",0.749059339941346
"AUT","Austria","2005-06-01",0.717852515414258
"AUT","Austria","2005-07-01",0.786527909079908
"AUT","Austria","2005-08-01",0.563069019440681
"AUT","Austria","2005-09-01",0.564681525995093
"AUT","Austria","2005-10-01",0.766064401509142
"AUT","Austria","2005-11-01",0.474406860794389
"AUT","Austria","2005-12-01",0.494404581800587
"AUT","Austria","2006-02-01",0.573467433322707
"AUT","Austria","2006-03-01",0.495463276693774
"AUT","Austria","2006-04-01",0.639140657171337
"AUT","Austria","2006-05-01",0.601541790344721
"AUT","Austria","2006-06-01",0.703081623000939
"AUT","Austria","2006-07-01",0.805497077550069
"AUT","Austria","2006-08-01",0.692960664283586
"AUT","Austria","2006-09-01",0.694555843904542
"AUT","Austria","2006-10-01",0.735917171661662
"AUT","Austria","2006-11-01",0.639598721926339
"AUT","Austria","2007-01-01",0.676098520641403
"AUT","Austria","2007-02-01",0.618058112554213
"AUT","Austria","2007-03-01",0.605791293785118
"AUT","Austria","2007-04-01",0.741255597936061
"AUT","Austria","2007-05-01",0.526586907924626
"AUT","Austria","2007-06-01",0.450994493239255
"AUT","Austria","2007-07-01",0.573396812748321
"AUT","Austria","2007-08-01",0.472338993829183
"AUT","Austria","2007-09-01",0.539138403279241
"AUT","Austria","2007-10-01",0.527896677173729
"AUT","Austria","2007-11-01",0.240385472510529
"AUT","Austria","2008-01-01",0.242856023205404
"AUT","Austria","2008-02-01",0.382346317303355
"AUT","Austria","2008-03-01",0.351896472518281
"AUT","Austria","2008-04-01",0.342201364780323
"AUT","Austria","2008-06-01",0.37312072748045
"AUT","Austria","2008-07-01",0.365219145740948
"AUT","Austria","2008-09-01",0.377119638015855
"AUT","Austria","2008-10-01",0.377642067641007
"AUT","Austria","2008-12-01",0.373203685381966
"AUT","Austria","2009-01-01",0.39709960300103
"AUT","Austria","2009-02-01",0.422482138289339
"AUT","Austria","2009-03-01",0.443619951256219
"AUT","Austria","2009-04-01",0.444448720687155
"AUT","Austria","2009-05-01",0.469226480313654
"AUT","Austria","2009-06-01",0.460632376314677
"AUT","Austria","2009-07-01",0.429748404627636
"AUT","Austria","2009-08-01",0.439349011475792
"AUT","Austria","2009-09-01",0.403511215229795
"AUT","Austria","2009-10-01",0.417905456107518
"AUT","Austria","2009-11-01",0.417257997799397
"AUT","Austria","2009-12-01",0.409375462195989
"AUT","Austria","2010-01-01",0.46399986983797
"AUT","Austria","2010-02-01",0.492003860286867
"AUT","Austria","2010-03-01",0.507079902297032
"AUT","Austria","2010-04-01",0.47978598114965
"AUT","Austria","2010-05-01",0.460896263244047
"AUT","Austria","2010-06-01",0.49208116804505
"AUT","Austria","2010-07-01",0.510651085138778
"AUT","Austria","2010-09-01",0.526911438562354
"AUT","Austria","2010-10-01",0.55889489419002
"AUT","Austria","2010-11-01",0.57727682470702
"AUT","Austria","2010-12-01",0.550128090875639
"AUT","Austria","2011-01-01",0.5139762522501
"AUT","Austria","2011-03-01",0.553885683518099
"AUT","Austria","2011-04-01",0.554214841550092
"AUT","Austria","2011-05-01",0.552741691157571
"AZE","Azerbaijan","2003-02-01",0.531706534747276
"AZE","Azerbaijan","2003-03-01",0.501186220957342
"AZE","Azerbaijan","2003-05-01",0.438866494764242
"AZE","Azerbaijan","2003-06-01",0.410614170467088
"AZE","Azerbaijan","2003-08-01",0.47685973694668
"AZE","Azerbaijan","2003-09-01",0.485953318369164
"AZE","Azerbaijan","2003-11-01",0.500605191627813
